attempt_index,epoch,batch,file_names,image_sha256,mask_sha256,labels
247,2,247,"[""chewinggum/Data/Images/Anomaly/020.JPG"", ""pcb2/Data/Images/Anomaly/050.JPG"", ""capsules/Data/Images/Anomaly/041.JPG"", ""pcb4/Data/Images/Normal/0739.JPG"", ""macaroni1/Data/Images/Normal/0964.JPG"", ""pcb2/Data/Images/Anomaly/020.JPG""]",d7fe2e7a918fdbdbf86d7fe08ab71d299560b599fdcd09cab9fffa2b13b73880,cb2ab2699d8a7bf0f16981514f565ee265a802e7cbefacbc8b0532435c242240,"[1, 1, 1, 0, 0, 1]"
248,2,248,"[""chewinggum/Data/Images/Normal/384.JPG"", ""pipe_fryum/Data/Images/Anomaly/087.JPG"", ""cashew/Data/Images/Normal/307.JPG"", ""pcb2/Data/Images/Anomaly/052.JPG"", ""chewinggum/Data/Images/Anomaly/003.JPG"", ""pcb3/Data/Images/Normal/0026.JPG""]",6b7a12142b2cb411540423871bfcae48819e26fbbe60d8ebecc6ff7f6f0cac87,265eae4d939e119e0827e93da7261b42744fd23e9f7ffafde243b265ee64c0f8,"[0, 1, 0, 1, 1, 0]"
249,2,249,"[""pcb4/Data/Images/Anomaly/038.JPG"", ""pcb4/Data/Images/Normal/0552.JPG"", ""fryum/Data/Images/Normal/400.JPG"", ""candle/Data/Images/Normal/0617.JPG"", ""pcb3/Data/Images/Anomaly/035.JPG"", ""macaroni2/Data/Images/Normal/0804.JPG""]",186fd32f1f0d57584da592dd6dbdb5895b26bf36248b86986780d10aa030061e,b7235e4a995557d5afa370dd33aa21881a858fdceff03299743782de2b7a90b5,"[1, 0, 0, 0, 1, 0]"
250,2,250,"[""capsules/Data/Images/Normal/363.JPG"", ""cashew/Data/Images/Anomaly/070.JPG"", ""cashew/Data/Images/Anomaly/016.JPG"", ""macaroni2/Data/Images/Normal/0479.JPG"", ""pcb4/Data/Images/Anomaly/016.JPG"", ""macaroni1/Data/Images/Normal/0811.JPG""]",226abb804877bbdb3b39a166d9dc650d541e19c80a4baf67e35245b98b9f879f,b7e1ab86bf177d43e75aa118c49ed41f9fba065faaeb615658e41ccefd838b1f,"[0, 1, 1, 0, 1, 0]"
251,2,251,"[""capsules/Data/Images/Normal/152.JPG"", ""pcb1/Data/Images/Anomaly/055.JPG"", ""pcb2/Data/Images/Anomaly/000.JPG"", ""pipe_fryum/Data/Images/Anomaly/039.JPG"", ""pcb1/Data/Images/Anomaly/019.JPG"", ""macaroni1/Data/Images/Normal/0488.JPG""]",47224dfe8d7c241307e078d467b60e7762ae4ce5f72886bd9329d2c897cd7448,a3b1b38c03fb23b5a3a088080d560d4f932c53bb9f0ba848c8b64d6017459f54,"[0, 1, 1, 1, 1, 0]"
252,2,252,"[""pcb3/Data/Images/Anomaly/070.JPG"", ""macaroni2/Data/Images/Normal/0994.JPG"", ""pcb3/Data/Images/Normal/0286.JPG"", ""pcb3/Data/Images/Normal/0920.JPG"", ""pcb4/Data/Images/Normal/0394.JPG"", ""candle/Data/Images/Anomaly/018.JPG""]",2fb70dded0ac524474301ad0502184897af0d17d4c16db6e289f46be520f6e17,2a5e021a137543c5ad49ff39cde7691aa3321b8cb36fb31c22ff9ad911f95984,"[1, 0, 0, 0, 0, 1]"
253,2,253,"[""fryum/Data/Images/Anomaly/013.JPG"", ""macaroni1/Data/Images/Anomaly/081.JPG"", ""pcb4/Data/Images/Anomaly/072.JPG"", ""cashew/Data/Images/Anomaly/001.JPG"", ""chewinggum/Data/Images/Anomaly/037.JPG"", ""macaroni2/Data/Images/Normal/0797.JPG""]",8bfd2d8b287071fccf916536320fb5024c045d32d860816cef16bd48f3f4a0c1,469658b80856bb62c8d3ef77f46471075553fde51ff9297ca8f4bc3261f19d12,"[1, 1, 1, 1, 1, 0]"
254,2,254,"[""macaroni1/Data/Images/Anomaly/023.JPG"", ""macaroni1/Data/Images/Anomaly/009.JPG"", ""capsules/Data/Images/Normal/215.JPG"", ""pcb3/Data/Images/Anomaly/062.JPG"", ""capsules/Data/Images/Anomaly/002.JPG"", ""candle/Data/Images/Normal/0569.JPG""]",2f8057731f13906323c6b5f8a4cd50e5d16ec01979dd7d0644d7dfd0da6f5432,4cb3153138ac50c059ff481bdff4caff5a83815c438a0bbcaaf9cc805d1017bc,"[1, 1, 0, 1, 1, 0]"
255,2,255,"[""pipe_fryum/Data/Images/Anomaly/042.JPG"", ""pcb2/Data/Images/Anomaly/006.JPG"", ""macaroni2/Data/Images/Anomaly/077.JPG"", ""cashew/Data/Images/Anomaly/023.JPG"", ""pcb4/Data/Images/Normal/0657.JPG"", ""macaroni2/Data/Images/Normal/0107.JPG""]",97ad581daa46f2e02c9eca78c2500ed6288fcf6e6f7e02e72b2b2d0c70193e5b,2b36094d1c526bef15cdd90e369224421ec492e308020aa0c3736f9a425dec3d,"[1, 1, 1, 1, 0, 0]"
256,2,256,"[""fryum/Data/Images/Normal/050.JPG"", ""fryum/Data/Images/Anomaly/096.JPG"", ""capsules/Data/Images/Anomaly/015.JPG"", ""pcb1/Data/Images/Anomaly/010.JPG"", ""pipe_fryum/Data/Images/Anomaly/062.JPG"", ""pipe_fryum/Data/Images/Anomaly/008.JPG""]",bb58adaa9d41e8f245ec2373bb40e7a564511f06aecef25d1e733c27aca13fcb,89ba51e44b2336515b3180a404a4aa77863beb6b2d701ae24f8fc62a84abdb55,"[0, 1, 1, 1, 1, 1]"
257,2,257,"[""pcb2/Data/Images/Anomaly/002.JPG"", ""pipe_fryum/Data/Images/Normal/130.JPG"", ""macaroni2/Data/Images/Normal/0024.JPG"", ""fryum/Data/Images/Anomaly/090.JPG"", ""macaroni2/Data/Images/Normal/0178.JPG"", ""pcb4/Data/Images/Anomaly/057.JPG""]",78e46245ccadb43d1a968af707f01458293d63524cbc191e1fd769f087be56e8,59b5ef1a8d442f6b05586eb1dd6ba194a6288cb1bb9eb5e0d6444849c13a88c3,"[1, 0, 0, 1, 0, 1]"
258,2,258,"[""candle/Data/Images/Anomaly/089.JPG"", ""pcb4/Data/Images/Anomaly/061.JPG"", ""pcb4/Data/Images/Normal/0479.JPG"", ""candle/Data/Images/Normal/0479.JPG"", ""capsules/Data/Images/Normal/027.JPG"", ""pipe_fryum/Data/Images/Anomaly/071.JPG""]",4955e0fa1b8f4785e0062a3134c53de22a484d4cad9612715f6d7e72fc2d0628,bdfb25d354c8d1bc69193dc12b32f11a5847b13d16981585e9b4a105dd72ee6f,"[1, 1, 0, 0, 0, 1]"
259,2,259,"[""cashew/Data/Images/Anomaly/087.JPG"", ""pcb2/Data/Images/Normal/0940.JPG"", ""fryum/Data/Images/Anomaly/028.JPG"", ""fryum/Data/Images/Normal/087.JPG"", ""macaroni2/Data/Images/Anomaly/056.JPG"", ""candle/Data/Images/Normal/0469.JPG""]",992420f97baa785ea847038a291c122ea6f86f88147d41aab4d9e6add9bd3143,9b3651023ba1b3af36704962fcec3e487af2a297a690bd9974902590b242af2e,"[1, 0, 1, 0, 1, 0]"
260,2,260,"[""pcb3/Data/Images/Anomaly/012.JPG"", ""macaroni2/Data/Images/Normal/0400.JPG"", ""cashew/Data/Images/Anomaly/014.JPG"", ""fryum/Data/Images/Anomaly/031.JPG"", ""pcb3/Data/Images/Normal/0923.JPG"", ""pcb2/Data/Images/Anomaly/083.JPG""]",17f24888b51267a6669e8e78cb784c201dafe423896034032e6099c19b600d50,60b97bae66dcdf5019b7217ab333222fd30fa72fd51d6e5ef96431731c6ea0ce,"[1, 0, 1, 1, 0, 1]"
261,2,261,"[""chewinggum/Data/Images/Anomaly/042.JPG"", ""macaroni2/Data/Images/Normal/0654.JPG"", ""capsules/Data/Images/Anomaly/040.JPG"", ""macaroni1/Data/Images/Anomaly/057.JPG"", ""macaroni1/Data/Images/Normal/0629.JPG"", ""macaroni1/Data/Images/Anomaly/041.JPG""]",597abf0995cf4195aa672ecb6b469785e70dca9171fb4349898163d32e92051d,ccbdf67e78afcf0588ad82a47b197806d4a911459ee9695789cd656ea9deaea4,"[1, 0, 1, 1, 0, 1]"
262,2,262,"[""capsules/Data/Images/Anomaly/081.JPG"", ""pcb2/Data/Images/Normal/0619.JPG"", ""candle/Data/Images/Anomaly/076.JPG"", ""capsules/Data/Images/Normal/594.JPG"", ""pcb3/Data/Images/Normal/0657.JPG"", ""fryum/Data/Images/Anomaly/017.JPG""]",e8bae7bd34da772e70afdf55703266f2cac670fd6f2f6ff780d14db9cd8aaaac,d98588d4bef80758c26cb7d4268f61dc7e5511c58119176eff10e001bf52283a,"[1, 0, 1, 0, 0, 1]"
263,2,263,"[""fryum/Data/Images/Anomaly/049.JPG"", ""cashew/Data/Images/Normal/013.JPG"", ""cashew/Data/Images/Normal/098.JPG"", ""pcb2/Data/Images/Anomaly/048.JPG"", ""pipe_fryum/Data/Images/Anomaly/080.JPG"", ""pcb4/Data/Images/Anomaly/045.JPG""]",8c6d6fe13276211c236cb8da99b158565195ea23c568991e8dd2d2941f4b6684,2424018a9612974358874751653d3e02353cdba4fcb3a2d16f8829084df01055,"[1, 0, 0, 1, 1, 1]"
264,2,264,"[""pcb1/Data/Images/Anomaly/053.JPG"", ""pcb3/Data/Images/Normal/0935.JPG"", ""fryum/Data/Images/Normal/392.JPG"", ""fryum/Data/Images/Normal/461.JPG"", ""fryum/Data/Images/Normal/276.JPG"", ""candle/Data/Images/Normal/0027.JPG""]",b3303a45b3114c6dbbee57d6691f26a3f8e547c20215607c5eed07d819548bec,8c349d05edbacffa01348b67b07e1818be24dfba1bb070dc70cf3c79c13d3dc0,"[1, 0, 0, 0, 0, 0]"
265,2,265,"[""pipe_fryum/Data/Images/Normal/324.JPG"", ""chewinggum/Data/Images/Normal/467.JPG"", ""macaroni2/Data/Images/Anomaly/031.JPG"", ""cashew/Data/Images/Anomaly/055.JPG"", ""pipe_fryum/Data/Images/Anomaly/005.JPG"", ""fryum/Data/Images/Anomaly/084.JPG""]",b4557f37e730cd1e2c0d0bc95d15ca0bafa2cec29e177c7f4959bd779d9f3435,5a824ceffb0bcf1eb23b0e42c27c1aad30183edf6a43ab96becdd06a0112160f,"[0, 0, 1, 1, 1, 1]"
266,2,266,"[""chewinggum/Data/Images/Anomaly/052.JPG"", ""macaroni2/Data/Images/Normal/0779.JPG"", ""capsules/Data/Images/Anomaly/030.JPG"", ""macaroni2/Data/Images/Normal/0469.JPG"", ""pcb3/Data/Images/Normal/0423.JPG"", ""chewinggum/Data/Images/Anomaly/038.JPG""]",ae55dc1f91f2d5f8e09a9026bf1811e73dbd3442f65ca3d1a072cf4ca0f3b9a1,8f914704785b33cf667a6a7ae6fe5a809429a770851a1d2e03b9b2e67954e24d,"[1, 0, 1, 0, 0, 1]"
267,2,267,"[""candle/Data/Images/Anomaly/038.JPG"", ""capsules/Data/Images/Anomaly/099.JPG"", ""macaroni2/Data/Images/Normal/0964.JPG"", ""chewinggum/Data/Images/Anomaly/060.JPG"", ""pipe_fryum/Data/Images/Normal/484.JPG"", ""chewinggum/Data/Images/Anomaly/011.JPG""]",9d7e6ac565e2e7ec025efb2ecaba7b5429728503cd52aa1853a43107b242e12d,9fbd72d920d00dd60ea42b4a41f46e2e7b42084874b5563e1233b29d2e664c72,"[1, 1, 0, 1, 0, 1]"
268,2,268,"[""cashew/Data/Images/Anomaly/043.JPG"", ""pipe_fryum/Data/Images/Normal/228.JPG"", ""pcb3/Data/Images/Normal/0892.JPG"", ""capsules/Data/Images/Anomaly/049.JPG"", ""pcb2/Data/Images/Normal/0100.JPG"", ""cashew/Data/Images/Normal/023.JPG""]",d100f73ae425aad1fb59b90ccfd1451d23365224307a01b20a3162714290af81,1d35c40448489c0846fdcf3d485e130437cb238f8138fe4b1375b63604d28600,"[1, 0, 0, 1, 0, 0]"
269,2,269,"[""pcb4/Data/Images/Normal/0977.JPG"", ""pipe_fryum/Data/Images/Anomaly/081.JPG"", ""pcb1/Data/Images/Normal/0957.JPG"", ""chewinggum/Data/Images/Anomaly/004.JPG"", ""fryum/Data/Images/Anomaly/040.JPG"", ""pipe_fryum/Data/Images/Anomaly/098.JPG""]",d035e00fcb9e0fc9fdfb0c67b083c6277d14af4ae0f969359f915da2ff52edb3,ec732a2d0beffd30e5fe566d374bb0b24f4888ff627782499bfc1af8eb3ef002,"[0, 1, 0, 1, 1, 1]"
270,2,270,"[""pcb2/Data/Images/Normal/0674.JPG"", ""cashew/Data/Images/Normal/272.JPG"", ""fryum/Data/Images/Normal/405.JPG"", ""pcb1/Data/Images/Normal/0100.JPG"", ""fryum/Data/Images/Normal/244.JPG"", ""fryum/Data/Images/Anomaly/064.JPG""]",2665b2bbcce0eacb5138be62938f4bb2068c0a09872ccedb44987d08c7446adc,a76eb6d914b050a8c04285c849f3beb6afaae42f99c69d234a3f44d43136867e,"[0, 0, 0, 0, 0, 1]"
271,2,271,"[""candle/Data/Images/Anomaly/053.JPG"", ""fryum/Data/Images/Anomaly/098.JPG"", ""pcb2/Data/Images/Normal/0739.JPG"", ""pipe_fryum/Data/Images/Normal/398.JPG"", ""chewinggum/Data/Images/Anomaly/028.JPG"", ""pcb2/Data/Images/Normal/0621.JPG""]",089690d97ce23b0f4bc20334d0ac518b9f712b55758352fddef179523564be5c,0e5b49bc329955b1f0720cc8b309501336979a5254d22b13e7e5a3e9d8e20e48,"[1, 1, 0, 0, 1, 0]"
272,2,272,"[""pcb2/Data/Images/Anomaly/088.JPG"", ""capsules/Data/Images/Anomaly/039.JPG"", ""pcb2/Data/Images/Anomaly/067.JPG"", ""candle/Data/Images/Anomaly/036.JPG"", ""pcb1/Data/Images/Normal/0187.JPG"", ""capsules/Data/Images/Normal/297.JPG""]",9779734b1cafb52ffe1ab60fa2312b430ccd6ebbf57cc1e64e8fdfc81c9d21f5,2b69691f2b1bf1087f4d295d9de6f8bab88692afb43e94aeef3a1a3f8517a5bc,"[1, 1, 1, 1, 0, 0]"
273,2,273,"[""macaroni2/Data/Images/Anomaly/072.JPG"", ""pcb1/Data/Images/Normal/0631.JPG"", ""cashew/Data/Images/Anomaly/057.JPG"", ""pcb3/Data/Images/Anomaly/033.JPG"", ""macaroni2/Data/Images/Anomaly/058.JPG"", ""capsules/Data/Images/Anomaly/013.JPG""]",65169a325c363134c74bd86b3bcdec7754496d073d35f4492f0f2fde33e41e8b,b929c53acf1105530a37ac52103b76982253d6c22fc3e4d660d0f211941bf713,"[1, 0, 1, 1, 1, 1]"
274,2,274,"[""pcb3/Data/Images/Anomaly/050.JPG"", ""chewinggum/Data/Images/Normal/405.JPG"", ""pcb1/Data/Images/Anomaly/072.JPG"", ""pcb4/Data/Images/Anomaly/012.JPG"", ""pipe_fryum/Data/Images/Anomaly/093.JPG"", ""pcb4/Data/Images/Normal/0617.JPG""]",53cde0e8cb8f0e21cd50a7d294a8f9381a61f26b05ce59a7994fae6103278a24,d5e62f6583206c46fe87126ce85bf5c53e577adea7353af817c39e8d53cf7e33,"[1, 0, 1, 1, 1, 0]"
275,2,275,"[""pcb3/Data/Images/Normal/0402.JPG"", ""cashew/Data/Images/Anomaly/096.JPG"", ""pcb3/Data/Images/Normal/0617.JPG"", ""pcb2/Data/Images/Anomaly/019.JPG"", ""pipe_fryum/Data/Images/Anomaly/079.JPG"", ""macaroni2/Data/Images/Anomaly/053.JPG""]",175cb68be34f7a549aea8b9aea87a270eaba425ae6a90557d4741cc76e0ec16d,431b1c6b9307b4e07297cabad0d2f7b7049f5ac4c9430afc81c22408ad4384dc,"[0, 1, 0, 1, 1, 1]"
276,2,276,"[""macaroni2/Data/Images/Anomaly/030.JPG"", ""pcb4/Data/Images/Anomaly/047.JPG"", ""candle/Data/Images/Normal/0427.JPG"", ""chewinggum/Data/Images/Normal/213.JPG"", ""macaroni1/Data/Images/Anomaly/066.JPG"", ""pcb2/Data/Images/Normal/0690.JPG""]",20b13b8373f5bf3151130f0397241d8423054eb6781c3d60cb5f2c281c4ccd02,4b545396d66116ba8a3c2f2df0df6c146053b7a7cb1aa2421bfc655ef7bd9951,"[1, 1, 0, 0, 1, 0]"
277,2,277,"[""candle/Data/Images/Normal/0974.JPG"", ""pipe_fryum/Data/Images/Normal/352.JPG"", ""macaroni1/Data/Images/Anomaly/080.JPG"", ""macaroni1/Data/Images/Normal/0027.JPG"", ""pcb1/Data/Images/Normal/0811.JPG"", ""fryum/Data/Images/Anomaly/053.JPG""]",044dcf042cfa21eea72db6b15ba92ceb96d47c87c334372688fdde639bfb7c60,f4442a4270029e5ee4d58e392892f55c5b05acd10abf8a488f94d85f61abd54c,"[0, 0, 1, 0, 0, 1]"
278,2,278,"[""pcb3/Data/Images/Anomaly/000.JPG"", ""pcb4/Data/Images/Anomaly/046.JPG"", ""macaroni1/Data/Images/Anomaly/004.JPG"", ""macaroni2/Data/Images/Normal/0751.JPG"", ""pcb3/Data/Images/Normal/0900.JPG"", ""pcb1/Data/Images/Anomaly/012.JPG""]",137fc1425f7e8f81aad6b2089694082699a450023a722ca139a3d8706713999b,77289b1b6d4014e43daa6dfc7ba701d0ea3fe80f2117c21247eb35804a781db4,"[1, 1, 1, 0, 0, 1]"
279,2,279,"[""chewinggum/Data/Images/Anomaly/013.JPG"", ""pcb2/Data/Images/Normal/0488.JPG"", ""pipe_fryum/Data/Images/Anomaly/033.JPG"", ""pcb3/Data/Images/Anomaly/011.JPG"", ""pcb4/Data/Images/Anomaly/051.JPG"", ""chewinggum/Data/Images/Anomaly/083.JPG""]",c86d8698f3c097362e60196a8fedf059e39536fdfc7bee4ff364d9013cfa34ee,ab2b686d229ea0f00d07d8e377f2382a6452b206386c084b88a69c52382d5d06,"[1, 0, 1, 1, 1, 1]"
280,2,280,"[""macaroni2/Data/Images/Normal/0617.JPG"", ""pipe_fryum/Data/Images/Anomaly/023.JPG"", ""pcb2/Data/Images/Anomaly/069.JPG"", ""pipe_fryum/Data/Images/Anomaly/082.JPG"", ""pcb1/Data/Images/Normal/0871.JPG"", ""macaroni2/Data/Images/Anomaly/054.JPG""]",9d059fffacd454a04bff7c251165a504471b985b9faa36b727b081f4f3b1db48,c71ff320e6b45350e39617a6897d6c86947307f7ce027e9240f76d47d17a1781,"[0, 1, 1, 1, 0, 1]"
281,2,281,"[""pcb3/Data/Images/Anomaly/088.JPG"", ""cashew/Data/Images/Anomaly/095.JPG"", ""pcb1/Data/Images/Anomaly/085.JPG"", ""macaroni1/Data/Images/Normal/0764.JPG"", ""macaroni1/Data/Images/Normal/0469.JPG"", ""fryum/Data/Images/Normal/467.JPG""]",f71ca68131161cc5f1de5c23902ea94fa9582f21fd5a51dd77fd8646c39e0dab,e84a592bbeed197ffc31ecd6e04ef0882235e4a35f02f9e13f30772cf77fb889,"[1, 1, 1, 0, 0, 0]"
282,2,282,"[""macaroni2/Data/Images/Anomaly/094.JPG"", ""pcb1/Data/Images/Normal/0377.JPG"", ""pcb1/Data/Images/Normal/0457.JPG"", ""chewinggum/Data/Images/Anomaly/093.JPG"", ""chewinggum/Data/Images/Anomaly/030.JPG"", ""fryum/Data/Images/Anomaly/050.JPG""]",5333ad994ea74031d481cf7d875b7f07e69f6f2f3296c044c26c467c5c79fdf4,1b9941902c7341511088f7cbd55a36480dd7bcc9c4ebfd1f5bc1e59df36d4419,"[1, 0, 0, 1, 1, 1]"
283,2,283,"[""macaroni1/Data/Images/Normal/0730.JPG"", ""macaroni1/Data/Images/Normal/0333.JPG"", ""chewinggum/Data/Images/Anomaly/054.JPG"", ""chewinggum/Data/Images/Anomaly/016.JPG"", ""candle/Data/Images/Anomaly/061.JPG"", ""pcb2/Data/Images/Anomaly/051.JPG""]",ea23808bbda7012025c09206283d8b40587b14479199c3dd84b0fd1a7fa2aed6,aad685421e7f72c1a824a4c8fc96a99d83d601d29138b21aeb884e295abe57e0,"[0, 0, 1, 1, 1, 1]"
284,2,284,"[""pcb4/Data/Images/Normal/0648.JPG"", ""candle/Data/Images/Normal/0187.JPG"", ""pcb1/Data/Images/Normal/0935.JPG"", ""macaroni1/Data/Images/Normal/0100.JPG"", ""pcb4/Data/Images/Normal/0811.JPG"", ""macaroni1/Data/Images/Normal/0297.JPG""]",7d143bf416a6e631d16fa143cef5763068207b481bece2d1c4b9a0850ad82932,7efd853f374f03f6cf6fe123a530bd7ad55f820b07d4ed39d0a22bf83ee0c1dc,"[0, 0, 0, 0, 0, 0]"
285,2,285,"[""pcb3/Data/Images/Normal/0804.JPG"", ""macaroni1/Data/Images/Anomaly/017.JPG"", ""pcb2/Data/Images/Anomaly/023.JPG"", ""macaroni1/Data/Images/Anomaly/018.JPG"", ""pipe_fryum/Data/Images/Anomaly/072.JPG"", ""capsules/Data/Images/Anomaly/090.JPG""]",a3f702ec0ab414f69d5fcfe74f17e1892bc5694232dae146f844e37fe082cccd,e5e6c2ab52f18cd48788346dc1bb2e09ee78a81857ef5d0c788b2e208103a754,"[0, 1, 1, 1, 1, 1]"
286,2,286,"[""macaroni2/Data/Images/Normal/0484.JPG"", ""pcb3/Data/Images/Normal/0046.JPG"", ""pcb3/Data/Images/Anomaly/027.JPG"", ""pcb4/Data/Images/Anomaly/022.JPG"", ""macaroni1/Data/Images/Normal/0196.JPG"", ""pcb3/Data/Images/Anomaly/038.JPG""]",334172aa5aa0a04257a4528051d808471d67675501b0d902946744fce9d6868d,5aa98baf7eb9c8be494a982e00f787cfc5cba5c6cfbd2ffcd8e24f27c45a4149,"[0, 0, 1, 1, 0, 1]"
287,2,287,"[""pcb3/Data/Images/Anomaly/031.JPG"", ""pcb4/Data/Images/Normal/0297.JPG"", ""macaroni1/Data/Images/Anomaly/038.JPG"", ""pcb2/Data/Images/Anomaly/033.JPG"", ""pcb2/Data/Images/Anomaly/027.JPG"", ""pcb2/Data/Images/Normal/0648.JPG""]",987fd59ce7f3bbc47c19d94b938eb556f8417228c6b8e00282689ac943d862a2,aaccc503aeb135e8bdfefd144fc7a8655a3fe10f43c9c1680c46aef7f7de3d4c,"[1, 0, 1, 1, 1, 0]"
288,2,288,"[""pipe_fryum/Data/Images/Anomaly/040.JPG"", ""pcb1/Data/Images/Anomaly/029.JPG"", ""macaroni1/Data/Images/Normal/0844.JPG"", ""pcb1/Data/Images/Normal/0518.JPG"", ""macaroni2/Data/Images/Normal/0427.JPG"", ""macaroni2/Data/Images/Anomaly/074.JPG""]",1230b0ea91f6988329623d210c318e69627ec7fdde37f44619062de2c0851071,28ed4a029f15cc06d63dd8557afdc44da80e11586e97cec7c41240f697a4f2d0,"[1, 1, 0, 0, 0, 1]"
289,2,289,"[""pipe_fryum/Data/Images/Normal/104.JPG"", ""candle/Data/Images/Normal/0619.JPG"", ""pcb3/Data/Images/Anomaly/040.JPG"", ""pcb1/Data/Images/Normal/0027.JPG"", ""pipe_fryum/Data/Images/Anomaly/021.JPG"", ""chewinggum/Data/Images/Anomaly/051.JPG""]",82cd6e18232dcb4cdd9c37a92c8edeae53a75a43a13091342800bb78a2a362de,30df17e3c5f9cf9d5fa725ff9f23c1fb9fbfcf0c825f000533dbb75b04353ae5,"[0, 0, 1, 0, 1, 1]"
290,2,290,"[""macaroni2/Data/Images/Normal/0629.JPG"", ""capsules/Data/Images/Anomaly/035.JPG"", ""pcb2/Data/Images/Normal/0654.JPG"", ""pipe_fryum/Data/Images/Normal/344.JPG"", ""pcb1/Data/Images/Anomaly/002.JPG"", ""pcb1/Data/Images/Anomaly/033.JPG""]",0479070c25611edf95d1669525b471b073826bce85c06637fa3102d17cf55488,f3a2aa663939fe547903b452a32debc41a18c5fee10de2265e4ef3da6e071b2f,"[0, 1, 0, 0, 1, 1]"
291,2,291,"[""macaroni1/Data/Images/Normal/0427.JPG"", ""capsules/Data/Images/Anomaly/058.JPG"", ""pcb1/Data/Images/Anomaly/074.JPG"", ""fryum/Data/Images/Normal/013.JPG"", ""candle/Data/Images/Normal/0286.JPG"", ""pcb4/Data/Images/Normal/0730.JPG""]",5403509d9e1b4b8af80618b74a04e090fc4f2c1815374f866a42080adfbf5a54,a45db6f8deca011ab884f7e3202654fcc7a69afcd38bb3c3004be50a6d0508c8,"[0, 1, 1, 0, 0, 0]"
292,2,292,"[""macaroni2/Data/Images/Anomaly/048.JPG"", ""candle/Data/Images/Normal/0518.JPG"", ""macaroni2/Data/Images/Normal/0800.JPG"", ""chewinggum/Data/Images/Anomaly/006.JPG"", ""macaroni1/Data/Images/Normal/0178.JPG"", ""capsules/Data/Images/Normal/303.JPG""]",476b34cf8930892e6fcafc92b109c2e3db3771b7a58e3c8e5e86b7a2d3f1dace,b400150c4166eb72d3448925ce0f7f8ad2c91dc8933bd256c48387ed8fcdfde8,"[1, 0, 0, 1, 0, 0]"
293,2,293,"[""pcb2/Data/Images/Normal/0514.JPG"", ""capsules/Data/Images/Normal/261.JPG"", ""macaroni1/Data/Images/Normal/0552.JPG"", ""pcb2/Data/Images/Normal/0811.JPG"", ""chewinggum/Data/Images/Anomaly/070.JPG"", ""macaroni2/Data/Images/Anomaly/046.JPG""]",44f2ae69ddc3642c4a251a4273fcdb167b36c13676f467c3a2ed58ab20654c47,aca144f9f6912bfd84018c9ceb2c480535999e0ffac0b1a99bf7fafc96858cee,"[0, 0, 0, 0, 1, 1]"
294,2,294,"[""pcb3/Data/Images/Anomaly/028.JPG"", ""pcb2/Data/Images/Anomaly/093.JPG"", ""pcb3/Data/Images/Normal/0215.JPG"", ""pcb4/Data/Images/Anomaly/009.JPG"", ""candle/Data/Images/Normal/0923.JPG"", ""chewinggum/Data/Images/Anomaly/097.JPG""]",332a25001679b78b6419c73d63ac9fb00e088ffc048b620199559d7049a95295,191b4f5d962d60a416b66b9016c60a06c9bfc9b5a8420cdfc23cde0bca654560,"[1, 1, 0, 1, 0, 1]"
295,2,295,"[""candle/Data/Images/Anomaly/095.JPG"", ""pcb3/Data/Images/Anomaly/075.JPG"", ""fryum/Data/Images/Anomaly/072.JPG"", ""capsules/Data/Images/Anomaly/091.JPG"", ""pipe_fryum/Data/Images/Normal/050.JPG"", ""cashew/Data/Images/Normal/087.JPG""]",7d5e885b4a7fbfd4a9430c4d82798a8a2e7fe00ae780edc8b26d89bc0737adb0,99ca619972082fc9c133c9ed0517bac58e690d9e1c16960bac462ffe0c032bb5,"[1, 1, 1, 1, 0, 0]"
296,2,296,"[""pipe_fryum/Data/Images/Anomaly/037.JPG"", ""macaroni1/Data/Images/Normal/0688.JPG"", ""pcb4/Data/Images/Anomaly/081.JPG"", ""pcb1/Data/Images/Normal/0725.JPG"", ""pcb3/Data/Images/Normal/0751.JPG"", ""pcb2/Data/Images/Normal/0363.JPG""]",7b7a61cfee0cae310e82822db10eeffe18b4562774637a9eae1c9810d0a29e59,fcbe04593c292c8ad766ebe2f8b6599a315c34d73549c015798209c6012d10ae,"[1, 0, 1, 0, 0, 0]"
297,2,297,"[""pcb3/Data/Images/Anomaly/009.JPG"", ""macaroni2/Data/Images/Normal/0208.JPG"", ""chewinggum/Data/Images/Anomaly/071.JPG"", ""chewinggum/Data/Images/Anomaly/090.JPG"", ""pcb4/Data/Images/Normal/0215.JPG"", ""pcb4/Data/Images/Normal/0046.JPG""]",76628c90e8203a65fb2b6f69bd33ae357dd8ec35ebc5a34d759db6924a2bd45f,d87473c99cbcb65bf033b70506cd39ad96f0a97e09fe2e7024fd94f5fe19e13b,"[1, 0, 1, 1, 0, 0]"
298,2,298,"[""pipe_fryum/Data/Images/Normal/405.JPG"", ""candle/Data/Images/Normal/0725.JPG"", ""pcb1/Data/Images/Anomaly/051.JPG"", ""pcb1/Data/Images/Normal/0705.JPG"", ""pcb3/Data/Images/Normal/0739.JPG"", ""pipe_fryum/Data/Images/Anomaly/013.JPG""]",2670f53929bb4c7f6a93f3b3a943ee032a96760b799bf7f75de98653983d1ff8,55c07970bcc6f45966037af9f731955f6aeab8d78bcc77fa40408751c8ff60e7,"[0, 0, 1, 0, 0, 1]"
